relationship_id,person_a_id,person_a_name,person_b_id,person_b_name,phone_call_count,phone_call_dates,phone_call_durations_sec,total_call_duration_sec,transaction_count,transaction_dates,transaction_amounts,total_transaction_amount,meeting_count,meeting_dates,meeting_locations,relationship_label,ground_truth_confidence,relationship_type,relationship_description
REL00184,P0454,Sahil Kumar 99294,P0025,Vikram Yadav,11,2026-02-02; 2025-11-27; 2025-07-30; 2026-02-26; 2024-06-08; 2025-10-18; 2025-02-15; 2025-08-11; 2026-03-11; 2026-03-31; 2024-07-21,368; 902; 708; 1019; 563; 1572; 327; 1621; 1056; 707; 1310,10153,7,2026-08-13; 2026-02-20; 2025-09-19; 2025-06-27; 2026-01-22; 2025-10-05; 2026-06-15,6627; 14722; 10566; 13239; 4813; 3136; 8914,62017.0,5,2024-12-05; 2026-05-23; 2024-04-02; 2024-11-16; 2026-08-11,Meerut; Ghaziabad; Gurugram; Ghaziabad; Faridabad,0,0.4942,Colleague,"Observed interaction between Sahil Kumar 99294 and Vikram Yadav. Available records include 11 calls, 7 transactions, and 5 meetings. Evidence does not establish a meaningful relationship."
REL00185,P0372,Vikram Malhotra 48723,P0324,Rohan Verma 2171,19,2024-11-06; 2024-04-13; 2026-04-01; 2025-07-29; 2024-06-12; 2026-07-11; 2026-06-20; 2024-06-04; 2024-06-16; 2025-03-01; 2024-05-01; 2025-06-29; 2026-07-21; 2025-09-25; 2025-02-23; 2024-06-11; 2025-07-29; 2025-07-19; 2025-10-05,1021; 1493; 635; 1473; 1796; 570; 292; 1419; 360; 971; 258; 1607; 140; 337; 840; 1028; 836; 1036; 409,16521,8,2026-02-24; 2024-01-21; 2025-08-23; 2025-12-05; 2026-04-17; 2025-01-06; 2026-08-11; 2025-03-27,25833; 60632; 4602; 66456; 47066; 46535; 13142; 50492,314758.0,3,2024-03-11; 2024-06-30; 2024-05-18,Agra; Faridabad; Jaipur,0,0.5209,Colleague,"Observed interaction between Vikram Malhotra 48723 and Rohan Verma 2171. Available records include 19 calls, 8 transactions, and 3 meetings. Evidence does not establish a meaningful relationship."
REL00186,P0114,Ravi Sharma,P0202,Pooja Verma,6,2024-12-29; 2025-09-09; 2026-03-29; 2025-05-21; 2024-01-17; 2025-09-28,624; 447; 193; 393; 891; 278,2826,1,2024-07-15,17323,17323.0,0,,,1,0.5341,Acquaintance,Relationship evidence between Ravi Sharma and Pooja Verma. Phone records show 6 calls. Transaction records show 1 transactions. Meeting records show 0 meetings.
REL00187,P0533,Vivaan Singh 24005,P0025,Vikram Yadav,2,2025-10-26; 2024-09-01,737; 333,1070,0,,,0.0,0,,,0,0.0995,Known Associate,"Observed interaction between Vivaan Singh 24005 and Vikram Yadav. Available records include 2 calls, 0 transactions, and 0 meetings. Evidence does not establish a meaningful relationship."
REL00188,P0444,Saurabh Gupta 23322,P0346,Aman Khan,29,2024-03-23; 2024-12-06; 2025-07-18; 2024-02-02; 2024-05-13; 2026-06-11; 2026-08-06; 2025-10-01; 2024-01-11; 2026-01-22; 2025-08-10; 2024-01-20; 2024-11-05; 2025-01-24; 2024-07-23; 2026-07-15; 2025-04-26; 2025-01-24; 2025-02-01; 2024-02-06; 2025-12-12; 2025-11-19; 2024-10-03; 2025-12-14; 2025-01-19; 2024-12-09; 2025-01-10; 2026-04-02; 2025-06-08,3331; 1858; 1787; 3017; 1521; 662; 1538; 3065; 1191; 2382; 910; 2122; 1273; 1212; 461; 1962; 2871; 467; 3419; 2848; 1425; 2204; 584; 214; 3440; 646; 3422; 3241; 558,53631,10,2024-09-05; 2024-03-17; 2024-06-30; 2025-01-17; 2024-03-07; 2024-06-06; 2025-08-08; 2026-03-31; 2024-08-30; 2026-03-08,32907; 236411; 29768; 12528; 199558; 13525; 203069; 221546; 99426; 238107,1286845.0,7,2026-07-19; 2025-09-24; 2024-03-13; 2024-06-08; 2025-08-19; 2025-10-03; 2026-06-11,Chandigarh; Meerut; Noida; Agra; Noida; Delhi; Gurugram,1,0.7959,Associate,Relationship evidence between Saurabh Gupta 23322 and Aman Khan. Phone records show 29 calls. Transaction records show 10 transactions. Meeting records show 7 meetings.
REL00189,P0084,Yash Khanna,P0191,Divya Bansal 5807,6,2026-03-21; 2025-12-03; 2024-08-26; 2024-08-03; 2024-02-21; 2026-01-04,222; 852; 716; 1340; 1144; 454,4728,0,,,0.0,4,2025-05-02; 2026-04-17; 2024-07-21; 2025-12-26,Chandigarh; Agra; Gurugram; Chandigarh,1,0.6451,Associate,Relationship evidence between Yash Khanna and Divya Bansal 5807. Phone records show 6 calls. Transaction records show 0 transactions. Meeting records show 4 meetings.
REL00190,P0063,Sneha Malhotra,P0454,Sahil Kumar 99294,21,2024-09-26; 2024-05-27; 2026-06-18; 2025-07-09; 2025-08-12; 2024-07-12; 2025-12-17; 2024-05-06; 2025-12-20; 2026-02-18; 2024-03-18; 2024-07-11; 2024-07-10; 2026-05-18; 2024-11-25; 2026-02-13; 2024-08-21; 2024-06-15; 2025-02-08; 2025-10-12; 2026-05-06,1273; 667; 1291; 904; 1097; 1371; 644; 506; 933; 573; 1748; 766; 1566; 553; 1146; 74; 1401; 1459; 575; 636; 1604,20787,1,2024-06-14,10474,10474.0,1,2024-03-04,Noida,0,0.3729,Business Contact,"Observed interaction between Sneha Malhotra and Sahil Kumar 99294. Available records include 21 calls, 1 transactions, and 1 meetings. Evidence does not establish a meaningful relationship."
REL00191,P0062,Vikram Patel,P0441,Arjun Agarwal,26,2025-08-25; 2026-02-28; 2026-07-27; 2026-07-25; 2025-01-05; 2025-12-15; 2025-11-28; 2025-09-12; 2025-11-25; 2024-03-08; 2025-08-05; 2024-09-25; 2026-01-14; 2026-05-09; 2024-11-22; 2025-04-06; 2025-01-01; 2026-01-30; 2026-04-10; 2025-05-06; 2025-01-14; 2025-05-26; 2024-11-03; 2026-02-20; 2025-05-15; 2024-11-16,1178; 1585; 449; 527; 1262; 409; 147; 1474; 782; 899; 1012; 1005; 724; 1690; 1793; 885; 1009; 1011; 986; 372; 350; 1571; 1597; 849; 919; 110,24595,8,2026-06-13; 2024-05-22; 2026-03-18; 2024-11-20; 2025-01-25; 2026-06-10; 2025-10-09; 2024-06-01,54352; 49934; 3828; 58935; 24646; 21796; 26105; 30441,270037.0,1,2024-04-07,Delhi,0,0.337,Colleague,"Observed interaction between Vikram Patel and Arjun Agarwal. Available records include 26 calls, 8 transactions, and 1 meetings. Evidence does not establish a meaningful relationship."
REL00192,P0154,Anjali Pandey,P0278,Karan Verma 13929,1,2025-02-05,182,182,0,,,0.0,1,2024-11-06,Lucknow,0,0.1044,Business Contact,"Observed interaction between Anjali Pandey and Karan Verma 13929. Available records include 1 calls, 0 transactions, and 1 meetings. Evidence does not establish a meaningful relationship."
REL00193,P0195,Akash Singh 53091,P0499,Rohan Patel 52511,43,2026-08-28; 2026-05-22; 2024-06-12; 2025-05-14; 2025-11-12; 2024-03-02; 2024-12-27; 2024-04-18; 2024-03-09; 2024-11-27; 2025-12-23; 2025-05-03; 2025-09-14; 2024-10-23; 2024-05-24; 2024-08-28; 2025-06-15; 2026-08-23; 2025-05-21; 2026-04-02; 2024-08-09; 2025-03-02; 2025-05-17; 2024-01-14; 2024-11-11; 2025-10-08; 2024-06-11; 2024-12-12; 2025-10-07; 2024-11-14; 2025-12-01; 2025-09-25; 2025-03-15; 2025-09-18; 2024-05-04; 2025-09-05; 2024-05-12; 2025-06-26; 2024-10-15; 2024-12-15; 2026-01-12; 2025-01-17; 2026-04-06,2940; 644; 1633; 2435; 2059; 378; 192; 1951; 1635; 1828; 1128; 977; 1456; 2939; 1076; 1400; 2716; 2070; 3342; 1269; 2393; 1515; 2484; 3371; 1476; 2980; 916; 640; 1438; 3321; 2711; 2464; 1057; 3020; 2548; 2616; 1090; 3451; 3477; 1140; 2121; 2427; 2044,84768,9,2026-06-30; 2024-01-20; 2024-11-16; 2025-06-07; 2026-06-20; 2024-04-07; 2025-01-28; 2026-02-07; 2024-05-31,173474; 94319; 31314; 148735; 138697; 131291; 167967; 246042; 243546,1375385.0,5,2026-08-27; 2026-01-15; 2024-09-29; 2024-03-09; 2025-04-05,Jaipur; Ghaziabad; Faridabad; Gurugram; Meerut,1,0.945,Former Partner,Relationship evidence between Akash Singh 53091 and Rohan Patel 52511. Phone records show 43 calls. Transaction records show 9 transactions. Meeting records show 5 meetings.
REL00194,P0061,Neha Agarwal,P0486,Deepak Malhotra,26,2024-12-30; 2026-04-24; 2025-09-27; 2025-05-09; 2025-07-29; 2024-05-29; 2026-03-13; 2024-10-06; 2024-11-23; 2025-05-11; 2024-11-17; 2025-09-11; 2026-06-23; 2025-07-03; 2024-07-23; 2026-04-23; 2026-04-10; 2025-10-23; 2024-07-11; 2026-08-03; 2025-09-03; 2025-09-11; 2024-05-03; 2024-10-29; 2026-01-21; 2024-03-03,3132; 918; 2264; 3392; 2184; 1276; 1136; 3358; 1660; 1852; 2989; 3472; 164; 1341; 1189; 956; 710; 1332; 223; 238; 2789; 2757; 3242; 1846; 442; 1629,46491,3,2025-04-21; 2026-03-05; 2026-07-20,48696; 127095; 174073,349864.0,4,2025-01-26; 2025-07-22; 2024-06-09; 2025-08-31,Chandigarh; Meerut; Noida; Faridabad,1,0.8549,Colleague,Relationship evidence between Neha Agarwal and Deepak Malhotra. Phone records show 26 calls. Transaction records show 3 transactions. Meeting records show 4 meetings.
REL00195,P0203,Manish Sharma,P0465,Vivaan Sharma 61690,3,2024-11-26; 2024-01-18; 2024-05-06,73; 354; 585,1012,2,2025-05-03; 2025-01-12,5144; 10830,15974.0,1,2026-05-01,Jaipur,1,0.615,Business Contact,Relationship evidence between Manish Sharma and Vivaan Sharma 61690. Phone records show 3 calls. Transaction records show 2 transactions. Meeting records show 1 meetings.
REL00196,P0445,Divya Verma 57879,P0332,Manish Chauhan,10,2024-10-16; 2024-11-27; 2025-08-02; 2026-02-13; 2025-08-05; 2024-02-10; 2026-06-23; 2025-06-07; 2024-02-27; 2026-01-10,1528; 1521; 330; 1077; 190; 199; 346; 370; 269; 1130,6960,6,2024-06-16; 2026-08-20; 2025-12-31; 2024-08-28; 2024-04-04; 2026-02-11,49227; 48803; 46323; 12637; 56085; 47032,260107.0,5,2026-02-07; 2024-03-12; 2025-05-19; 2025-02-14; 2025-07-12,Delhi; Lucknow; Jaipur; Jaipur; Gurugram,0,0.3918,Acquaintance,"Observed interaction between Divya Verma 57879 and Manish Chauhan. Available records include 10 calls, 6 transactions, and 5 meetings. Evidence does not establish a meaningful relationship."
REL00197,P0092,Manish Verma 45891,P0213,Kavya Chauhan 57985,3,2024-08-20; 2024-09-02; 2024-02-27,680; 719; 591,1990,0,,,0.0,2,2024-01-25; 2024-02-23,Ghaziabad; Chandigarh,1,0.4627,Known Associate,Relationship evidence between Manish Verma 45891 and Kavya Chauhan 57985. Phone records show 3 calls. Transaction records show 0 transactions. Meeting records show 2 meetings.
REL00198,P0225,Aman Bansal,P0239,Priya Gupta,9,2025-11-17; 2025-02-09; 2024-01-20; 2025-06-06; 2026-02-22; 2024-10-23; 2025-05-19; 2024-01-25; 2025-11-16,3047; 2975; 1819; 2372; 398; 284; 939; 2535; 267,14636,6,2024-08-01; 2024-08-23; 2025-08-19; 2025-05-18; 2024-01-08; 2024-12-23,193979; 31135; 162458; 241118; 106499; 143470,878659.0,3,2026-07-09; 2026-04-28; 2024-06-17,Jaipur; Ghaziabad; Gurugram,0,0.3877,Acquaintance,"Observed interaction between Aman Bansal and Priya Gupta. Available records include 9 calls, 6 transactions, and 3 meetings. Evidence does not establish a meaningful relationship."
REL00199,P0289,Arjun Verma,P0273,Aarav Chauhan,15,2024-06-12; 2026-05-04; 2024-07-25; 2026-02-11; 2025-09-14; 2024-09-19; 2024-12-08; 2024-07-19; 2024-11-30; 2026-07-08; 2024-09-23; 2025-02-06; 2024-05-02; 2025-10-28; 2024-10-19,984; 119; 972; 1295; 1394; 1435; 1108; 1636; 890; 479; 438; 290; 145; 853; 1707,13745,4,2024-04-19; 2026-01-30; 2026-08-13; 2026-06-14,28946; 28233; 41139; 30094,128412.0,4,2026-06-26; 2025-08-30; 2026-04-17; 2024-11-06,Meerut; Chandigarh; Delhi; Ghaziabad,1,0.7371,Former Partner,Relationship evidence between Arjun Verma and Aarav Chauhan. Phone records show 15 calls. Transaction records show 4 transactions. Meeting records show 4 meetings.
REL00200,P0259,Abhishek Malhotra 53369,P0223,Vikram Singh 54560,0,,,0,1,2024-08-09,6428,6428.0,0,,,0,0.3025,Former Partner,"Observed interaction between Abhishek Malhotra 53369 and Vikram Singh 54560. Available records include 0 calls, 1 transactions, and 0 meetings. Evidence does not establish a meaningful relationship."
REL00201,P0212,Nikhil Gupta 17974,P0512,Nikhil Sharma 82293,3,2025-04-13; 2025-02-04; 2025-09-08,791; 189; 523,1503,2,2025-05-06; 2025-07-28,20053; 9850,29903.0,1,2026-03-25,Ghaziabad,0,0.0364,Acquaintance,"Observed interaction between Nikhil Gupta 17974 and Nikhil Sharma 82293. Available records include 3 calls, 2 transactions, and 1 meetings. Evidence does not establish a meaningful relationship."
REL00202,P0110,Saurabh Pandey,P0001,Divya Verma,10,2026-08-27; 2024-10-07; 2026-08-10; 2024-01-01; 2024-11-06; 2025-03-31; 2025-01-25; 2026-01-16; 2025-08-04; 2024-06-12,119; 74; 396; 240; 681; 215; 453; 779; 401; 97,3455,0,,,0.0,0,,,1,0.534,Associate,Relationship evidence between Saurabh Pandey and Divya Verma. Phone records show 10 calls. Transaction records show 0 transactions. Meeting records show 0 meetings.
REL00203,P0023,Rahul Mehta,P0305,Aditya Sharma 23330,8,2026-08-10; 2026-08-12; 2026-06-27; 2026-03-30; 2026-07-25; 2024-07-28; 2024-05-03; 2026-07-30,2727; 3168; 2912; 3367; 244; 2071; 835; 178,15502,5,2024-04-25; 2024-03-29; 2026-01-12; 2024-08-28; 2025-04-11,238010; 242374; 161985; 192168; 156130,990667.0,2,2024-10-06; 2024-10-03,Delhi; Agra,0,0.3679,Colleague,"Observed interaction between Rahul Mehta and Aditya Sharma 23330. Available records include 8 calls, 5 transactions, and 2 meetings. Evidence does not establish a meaningful relationship."
REL00204,P0157,Amit Bansal,P0221,Divya Verma 65032,3,2024-01-31; 2024-02-08; 2025-05-24,462; 870; 496,1828,2,2025-02-26; 2024-06-28,934; 19399,20333.0,1,2026-07-07,Delhi,0,0.2332,Associate,"Observed interaction between Amit Bansal and Divya Verma 65032. Available records include 3 calls, 2 transactions, and 1 meetings. Evidence does not establish a meaningful relationship."
REL00205,P0288,Divya Gupta,P0289,Arjun Verma,42,2024-09-30; 2024-01-25; 2025-11-18; 2024-10-05; 2026-06-11; 2024-07-11; 2024-08-28; 2025-12-07; 2025-04-03; 2026-04-09; 2024-01-02; 2025-10-27; 2024-02-15; 2026-06-13; 2025-07-30; 2026-05-05; 2026-05-27; 2025-03-21; 2025-07-26; 2025-12-20; 2025-05-15; 2026-03-21; 2024-08-25; 2026-01-02; 2026-05-18; 2026-01-30; 2024-02-18; 2024-10-20; 2025-01-07; 2024-03-31; 2025-09-04; 2025-01-11; 2025-04-12; 2026-04-20; 2025-04-28; 2025-07-11; 2024-06-16; 2025-01-17; 2025-11-05; 2026-07-12; 2025-01-15; 2026-01-13,2376; 2334; 716; 1433; 3131; 2738; 1540; 1787; 832; 2496; 1765; 1644; 2034; 1543; 3262; 1317; 724; 3455; 2875; 3198; 2145; 2887; 2341; 1790; 1595; 1888; 474; 2586; 1157; 683; 1483; 1589; 2763; 2031; 1966; 3207; 2328; 2906; 792; 295; 1526; 2194,81826,6,2026-07-29; 2026-05-30; 2025-10-02; 2024-05-28; 2025-09-05; 2024-12-15,151613; 175857; 228107; 205243; 51793; 233110,1045723.0,8,2026-03-28; 2025-08-10; 2024-05-22; 2026-04-15; 2026-03-22; 2024-07-29; 2026-04-24; 2025-12-10,Jaipur; Noida; Jaipur; Noida; Lucknow; Lucknow; Delhi; Lucknow,1,0.7739,Acquaintance,Relationship evidence between Divya Gupta and Arjun Verma. Phone records show 42 calls. Transaction records show 6 transactions. Meeting records show 8 meetings.
REL00206,P0005,Manish Verma,P0261,Abhishek Verma,3,2025-12-01; 2025-12-27; 2026-03-17,362; 520; 139,1021,2,2024-11-29; 2026-01-19,12733; 18471,31204.0,1,2026-08-17,Jaipur,1,0.6069,Former Partner,Relationship evidence between Manish Verma and Abhishek Verma. Phone records show 3 calls. Transaction records show 2 transactions. Meeting records show 1 meetings.
REL00207,P0403,Karan Bansal,P0225,Aman Bansal,2,2025-12-05; 2026-02-08,128; 251,379,2,2025-10-17; 2025-10-21,15365; 5602,20967.0,1,2026-05-04,Ghaziabad,0,0.2535,Former Partner,"Observed interaction between Karan Bansal and Aman Bansal. Available records include 2 calls, 2 transactions, and 1 meetings. Evidence does not establish a meaningful relationship."
REL00208,P0517,Ravi Bansal 16028,P0111,Karan Yadav,1,2026-08-30,333,333,0,,,0.0,2,2024-09-04; 2026-02-12,Jaipur; Faridabad,0,0.2906,Known Associate,"Observed interaction between Ravi Bansal 16028 and Karan Yadav. Available records include 1 calls, 0 transactions, and 2 meetings. Evidence does not establish a meaningful relationship."
REL00209,P0555,Yash Malhotra 13353,P0099,Arjun Patel,0,,,0,0,,,0.0,0,,,0,0.1106,Colleague,"Observed interaction between Yash Malhotra 13353 and Arjun Patel. Available records include 0 calls, 0 transactions, and 0 meetings. Evidence does not establish a meaningful relationship."
REL00210,P0213,Kavya Chauhan 57985,P0191,Divya Bansal 5807,6,2025-04-08; 2026-08-31; 2024-05-01; 2025-03-08; 2026-08-25; 2025-01-01,1414; 885; 81; 1489; 1283; 674,5826,0,,,0.0,3,2024-12-17; 2025-02-01; 2025-01-18,Ghaziabad; Faridabad; Jaipur,1,0.7544,Acquaintance,Relationship evidence between Kavya Chauhan 57985 and Divya Bansal 5807. Phone records show 6 calls. Transaction records show 0 transactions. Meeting records show 3 meetings.
REL00211,P0490,Saurabh Singh 73225,P0043,Saurabh Verma,3,2024-11-23; 2024-12-25; 2024-02-01,281; 737; 504,1522,0,,,0.0,1,2026-05-31,Jaipur,0,0.266,Acquaintance,"Observed interaction between Saurabh Singh 73225 and Saurabh Verma. Available records include 3 calls, 0 transactions, and 1 meetings. Evidence does not establish a meaningful relationship."
REL00212,P0101,Arjun Kumar,P0433,Neha Mehta 67196,15,2024-01-28; 2025-01-24; 2024-02-09; 2025-05-14; 2026-02-16; 2026-07-16; 2024-03-29; 2025-05-01; 2024-09-15; 2025-07-10; 2024-04-04; 2024-03-25; 2024-09-08; 2026-01-11; 2026-04-30,1525; 1352; 252; 991; 837; 1594; 750; 554; 1296; 1021; 130; 721; 694; 1191; 1651,14559,5,2025-12-21; 2026-05-25; 2025-04-07; 2024-08-09; 2025-09-20,55819; 14445; 3349; 18827; 5700,98140.0,4,2026-08-15; 2025-06-02; 2025-03-31; 2024-03-11,Lucknow; Gurugram; Chandigarh; Faridabad,1,0.7801,Acquaintance,Relationship evidence between Arjun Kumar and Neha Mehta 67196. Phone records show 15 calls. Transaction records show 5 transactions. Meeting records show 4 meetings.
REL00213,P0398,Vikram Pandey,P0549,Shreya Bansal 88955,28,2025-06-13; 2025-05-17; 2024-06-27; 2026-07-12; 2025-04-07; 2024-10-27; 2026-05-24; 2024-06-15; 2024-02-10; 2024-10-24; 2025-09-07; 2024-12-05; 2025-03-12; 2024-04-22; 2025-12-04; 2024-06-07; 2026-05-07; 2024-03-19; 2024-07-22; 2025-05-08; 2025-05-12; 2024-09-12; 2024-01-06; 2025-01-31; 2026-03-05; 2026-02-01; 2026-04-06; 2025-10-31,421; 1642; 831; 149; 679; 434; 517; 756; 1458; 1255; 1791; 1070; 528; 1521; 970; 1715; 1495; 297; 267; 396; 345; 330; 1576; 1299; 1212; 108; 957; 1076,25095,1,2025-01-10,58357,58357.0,3,2024-01-22; 2025-12-26; 2025-06-21,Meerut; Lucknow; Noida,0,0.3465,Acquaintance,"Observed interaction between Vikram Pandey and Shreya Bansal 88955. Available records include 28 calls, 1 transactions, and 3 meetings. Evidence does not establish a meaningful relationship."
REL00214,P0035,Akash Patel,P0286,Ravi Khan,39,2024-03-30; 2024-09-26; 2026-06-17; 2026-08-29; 2025-11-11; 2025-01-01; 2025-05-01; 2025-02-14; 2025-06-03; 2026-07-30; 2024-09-06; 2026-07-17; 2026-08-08; 2026-06-15; 2024-05-20; 2024-05-03; 2024-01-25; 2024-06-14; 2024-03-29; 2025-08-07; 2024-07-10; 2025-11-11; 2024-07-20; 2025-04-01; 2025-11-06; 2025-07-13; 2025-01-17; 2025-07-24; 2024-09-26; 2025-05-04; 2024-03-09; 2026-03-19; 2025-11-03; 2024-07-08; 2025-08-19; 2025-02-27; 2024-04-28; 2025-07-27; 2024-02-10,1071; 949; 723; 1350; 665; 3178; 2993; 1720; 165; 1643; 365; 2209; 3348; 169; 581; 2268; 2847; 1209; 2518; 2293; 156; 1362; 3443; 681; 1428; 1118; 2087; 3401; 994; 892; 2839; 2064; 2079; 2080; 997; 525; 826; 1708; 2385,63329,4,2025-10-10; 2025-10-04; 2025-07-08; 2026-05-29,220729; 28590; 48302; 184871,482492.0,2,2024-05-10; 2026-05-28,Lucknow; Gurugram,1,0.9481,Known Associate,Relationship evidence between Akash Patel and Ravi Khan. Phone records show 39 calls. Transaction records show 4 transactions. Meeting records show 2 meetings.
REL00215,P0070,Riya Patel,P0490,Saurabh Singh 73225,0,,,0,2,2024-09-09; 2025-10-03,14049; 21000,35049.0,0,,,0,0.133,Former Partner,"Observed interaction between Riya Patel and Saurabh Singh 73225. Available records include 0 calls, 2 transactions, and 0 meetings. Evidence does not establish a meaningful relationship."
REL00216,P0231,Vivaan Chauhan 39170,P0269,Akash Malhotra,6,2024-01-29; 2024-07-16; 2025-11-18; 2026-01-13; 2026-08-11; 2025-01-17,1720; 1962; 2603; 3545; 1040; 3186,14056,7,2026-07-18; 2024-05-10; 2025-05-05; 2025-09-21; 2026-08-30; 2026-03-20; 2025-06-05,242978; 116569; 179355; 238555; 208031; 176551; 51231,1213270.0,1,2024-09-04,Agra,0,0.3824,Colleague,"Observed interaction between Vivaan Chauhan 39170 and Akash Malhotra. Available records include 6 calls, 7 transactions, and 1 meetings. Evidence does not establish a meaningful relationship."
REL00217,P0510,Karan Bansal 52695,P0077,Amit Kumar,4,2024-03-08; 2025-07-29; 2024-03-27; 2025-12-22,815; 169; 811; 676,2471,0,,,0.0,1,2024-02-10,Meerut,0,0.1043,Known Associate,"Observed interaction between Karan Bansal 52695 and Amit Kumar. Available records include 4 calls, 0 transactions, and 1 meetings. Evidence does not establish a meaningful relationship."
REL00218,P0288,Divya Gupta,P0476,Rohan Mehta 34133,6,2026-05-06; 2025-07-02; 2025-09-11; 2024-11-30; 2026-07-30; 2024-11-11,895; 501; 543; 519; 415; 795,3668,1,2026-06-11,23059,23059.0,1,2025-08-26,Lucknow,0,0.324,Acquaintance,"Observed interaction between Divya Gupta and Rohan Mehta 34133. Available records include 6 calls, 1 transactions, and 1 meetings. Evidence does not establish a meaningful relationship."
REL00219,P0588,Deepak Malhotra 53331,P0141,Vikram Kumar,33,2025-05-16; 2024-12-16; 2025-06-29; 2025-06-13; 2025-09-23; 2025-10-08; 2024-03-05; 2024-09-14; 2025-10-06; 2024-10-01; 2026-08-14; 2024-10-04; 2026-06-14; 2024-10-22; 2025-08-31; 2025-06-09; 2024-08-21; 2024-11-16; 2026-08-07; 2026-07-16; 2024-11-27; 2026-07-17; 2024-09-02; 2025-08-02; 2024-07-14; 2024-12-22; 2024-11-09; 2024-07-15; 2026-04-25; 2024-12-09; 2025-06-14; 2025-11-23; 2025-02-25,1260; 1200; 2568; 1856; 2863; 2819; 891; 3267; 2631; 3343; 690; 3405; 3273; 2939; 1328; 898; 2934; 2929; 1600; 3038; 2343; 2384; 1435; 957; 3388; 2015; 2502; 2250; 830; 600; 3087; 3080; 1313,71916,4,2025-10-15; 2024-09-09; 2024-07-29; 2025-09-04,217079; 176053; 227681; 98440,719253.0,7,2024-07-06; 2026-06-27; 2025-10-25; 2026-04-09; 2025-05-23; 2025-01-18; 2024-09-08,Jaipur; Chandigarh; Faridabad; Agra; Chandigarh; Lucknow; Meerut,1,0.7837,Known Associate,Relationship evidence between Deepak Malhotra 53331 and Vikram Kumar. Phone records show 33 calls. Transaction records show 4 transactions. Meeting records show 7 meetings.
